元表記,出現頻度,正規化後,url,タイプ,チェック,正規化（変更案）,url（変更案）,タイプ
ぢしんのかうしやく,1,ぢしんのかうしやく,,,,,,
禁売買施印書とあり,1,禁売買施印書とあり,,,,,,
中国四川総督雄碩が,1,中国四川総督雄碩が,,,,,,
異兆をみて大地震の迫るを予見したはなし,1,異兆をみて大地震の迫るを予見したはなし,,,,,,
易の占い,1,易の占い,,,,,,
浅草寺大塔解譯,1,浅草寺大塔解譯,,,,,,
かいしやく,1,かいしやく,,,,,,
0380-12-(70),1,0380-12-(70),,,,,,
浅草寺,1,浅草寺,https://ja.wikipedia.org/wiki/浅草寺,Place,OK,,,
地震に付府下寺院大施餓鬼の図,1,地震に付府下寺院大施餓鬼の図,,,,,,
0380-12-(71),1,0380-12-(71),,,,,,
安政２年１１月(18550110550),1,安政２年１１月(18550110550),,,,,,
１１月２日大施餓鬼,1,１１月２日大施餓鬼,,,,,,
１１月５日改ル死人,1,１１月５日改ル死人,,,,,,
男３０,７７９人　女２１,１６５人,1,男３０,NG,,,
大屋山月行寺火防護符,1,大屋山月行寺火防護符,,,,,,
0380-12-(72),1,0380-12-(72),,,,,,
嘉永５年１月カ(18520010551),1,嘉永５年１月カ(18520010551),,,,,,
ハ,1,ハ,https://ja.wikipedia.org/wiki/ハ,Keyword,NG,,,
41.8×14.0㎝,1,41.8×14.0㎝,,,,,,
写で摺物ではない,1,写で摺物ではない,,,,,,
方防大事御作,1,方防大事御作,,,,,,
今日不知誰詰合,1,今日不知誰詰合,,,,,,
春風春水一時来,1,春風春水一時来,,,,,,
南無大事大火安全妙王,1,南無大事大火安全妙王,,,,,,
御新言,1,御新言,,,,,,
をんがらがらひいたりしげしげそハか,,1,をんがらがらひいたりしげしげそハか,,NG,,,
掟書お守,1,掟書お守,,,,,,
の印あり,1,の印あり,,,,,,
0380-20,1,0380-20,,,,,,
園原屋正助版,1,園原屋正助版,,,,,,
高札場,1,高札,https://ja.wikipedia.org/wiki/高札,Keyword,OK,,,
0380-21,1,0380-21,,,,,,
安政元年４月(18540040550),1,安政元年４月(18540040550),,,,,,
有田屋清右衛門,1,有田屋清右衛門,https://ja.wikipedia.org/wiki/有田屋清右衛門,Keyword,OK,,,
寅四改,1,寅四改,,,,,,
0380-22,1,0380-22,,,,,,
大黒屋平吉版,1,大黒屋平吉版,,,,,,
0380-23,1,0380-23,,,,,,
橋本玉蘭斎貞秀画,1,橋本玉蘭斎貞秀画,,,,,,
0380-24,1,0380-24,,,,,,
0380-25,1,0380-25,,,,,,
森屋治兵衛梓,1,森屋治兵衛梓,,,,,,
0380-26,1,0380-26,,,,,,
万延元年３月(18600030550),1,万延元年３月(18600030550),,,,,,
西村屋与八,1,西村屋与八,https://ja.wikipedia.org/wiki/西村屋与八,Keyword,OK,,,
８枚続,1,８枚続,,,,,,
申三改,1,申三改,,,,,,
0380-27,1,0380-27,,,,,,
０３８０－２８は右側３枚のみあり,1,０３８０－２８は右側３枚のみあり,,,,,,
0380-28,1,0380-28,,,,,,
０３８０－２７の右側３枚のみのもの,1,０３８０－２７の右側３枚のみのもの,,,,,,
0380-29,1,0380-29,,,,,,
文久元年１月(18610010550),1,文久元年１月(18610010550),,,,,,
酉正改,1,酉正改,,,,,,
0380-30,1,0380-30,,,,,,
万延元年閏３月(18600035550),1,万延元年閏３月(18600035550),,,,,,
山口屋藤兵衛板,1,山口屋藤兵衛板,,,,,,
申閏三改,1,申閏三改,,,,,,
0380-31,1,0380-31,,,,,,
横山三,1,横山三,,,,,,
亜墨利加蒸気船長四十間巾六間,1,亜墨利加蒸気船長四十間巾六間,,,,,,
亜墨利加蒸気船図,1,亜墨利加蒸気船図,,,,,,
0380-32,1,0380-32,,,,,,
文久元年４月(18610040550),1,文久元年４月(18610040550),,,,,,
酉四改,1,酉四改,,,,,,
0380-33,1,0380-33,,,,,,
0380-34,1,0380-34,,,,,,
酉十改,1,酉十改,,,,,,
国旗,1,国旗,https://ja.wikipedia.org/wiki/国旗,Keyword,OK,,,
英米仏蘭露,1,英米仏蘭露,,,,,,
0380-35,1,0380-35,,,,,,
一曜斎国輝画印,1,一曜斎国輝画印,,,,,,
慶寿堂丸平梓,1,慶寿堂丸平梓,,,,,,
彫常,1,彫常,,,,,,
0380-36,1,0380-36,,,,,,
明治３年４月(18700040550),1,明治３年４月(18700040550),,,,,,
政田屋板,1,政田屋板,,,,,,
土橋,1,土橋,https://ja.wikipedia.org/wiki/土橋,Keyword,OK,,,
午四改,1,午四改,,,,,,
駒場,1,駒場,https://ja.wikipedia.org/wiki/駒場,Keyword,OK,,,
明治３年の駒場演習,1,明治３年の駒場演習,,,,,,
徳用向會津ぬり物,1,徳用向會津ぬり物,,,,,,
徳用向会津ぬり物屋店頭図,1,徳用向会津ぬり物屋店頭図,,,,,,
0380-37,1,0380-37,,,,,,
0380-38,1,0380-38,,,,,,
大蘓芳年,1,大蘓芳年,,,,,,
略伝あり,1,略伝あり,,,,,,
水府脱士之輩会盟シテ雪中ニ大老彦根侯ヲ襲撃之図,1,水府脱士之輩会盟シテ雪中ニ大老彦根侯ヲ襲撃之図,,,,,,
桜田変之図,1,桜田変之図,,,,,,
0380-39,1,0380-39,,,,,,
応需大蘓芳年印：月岡米次郎画,1,応需大蘓芳年印：月岡米次郎画,,,,,,
長谷川常次郎,1,長谷川常次郎,https://ja.wikipedia.org/wiki/長谷川常次郎,Keyword,OK,,,
神田鍛治町５,1,神田鍛治町５,,,,,,
彫多,1,彫多,,,,,,
フルタイトルには,1,フルタイトルには,,,,,,
安政五戊午年３月３日桜田御内外ニ於テ,1,安政五戊午年３月３日桜田御内外ニ於テ,,,,,,
が頭につく,1,が頭につく,,,,,,
0380-40,1,0380-40,,,,,,
0380-41,1,0380-41,,,,,,
0380-42,1,0380-42,,,,,,
辰春亭初板画,1,辰春亭初板画,,,,,,
0380-43,1,0380-43,,,,,,
応好国輝画印,1,応好国輝画印,,,,,,
0380-44,1,0380-44,,,,,,
具足屋嘉兵衛梓,1,具足屋嘉兵衛梓,,,,,,
彫升,1,彫升,,,,,,
0380-45,1,0380-45,,,,,,
明治７年１２月(18740120550),1,明治７年１２月(18740120550),,,,,,
丸屋鉄治郎,1,丸屋鉄治郎,,,,,,
日本橋通二丁目,1,日本橋通二丁目,,,,,,
戌十二,1,戌十二,,,,,,
勝沼,1,勝沼,https://ja.wikipedia.org/wiki/勝沼,Keyword,OK,,,
近藤勇,1,近藤勇,https://ja.wikipedia.org/wiki/近藤勇,Person,OK,,,
勝沼戦争,1,勝沼戦争,,,,,,
毛理嶋官軍大勝利之図,1,毛理嶋官軍大勝利之図,,,,,,
0380-46,1,0380-46,,,,,,
0380-47,1,0380-47,,,,,,
０３８０－４６の内1枚欠のもの,1,０３８０－４６の内1枚欠のもの,,,,,,
神武天皇御即位図,1,神武天皇御即位図,,,,,,
0380-48,1,0380-48,,,,,,
長谷川貞信謹写,1,長谷川貞信謹写,,,,,,
綿屋喜兵衛梓,1,綿屋喜兵衛梓,,,,,,
大坂心斎橋塩町角,1,大坂心斎橋塩町角,,,,,,
外国元首,1,外国元首,,,,,,
使臣,1,使臣,,,,,,
フルタイトルは,1,フルタイトルは,,,,,,
神武天皇御即位大度寛仁大日本和合万世不朽之大業を創し給ひ文武誠忠之諸将に褒賞を給ふ図,1,神武天皇御即位大度寛仁大日本和合万世不朽之大業を創し給ひ文武誠忠之諸将に褒賞を給ふ図,,,,,,
土佐が伏している,1,土佐が伏している,,,,,,
0380-49,1,0380-49,,,,,,
0380-50,1,0380-50,,,,,,
0380-51,1,0380-51,,,,,,
明治２年４月(18690040550),1,明治２年４月(18690040550),,,,,,
巳四改,1,巳四改,,,,,,
0380-52,1,0380-52,,,,,,
広岡屋幸助板,1,広岡屋幸助板,,,,,,
淀城,1,淀城,https://ja.wikipedia.org/wiki/淀城,Keyword,OK,,,
0380-53,1,0380-53,,,,,,
応好一曜斎国輝筆,1,応好一曜斎国輝筆,,,,,,
加賀屋吉兵衛梓,1,加賀屋吉兵衛梓,,,,,,
0380-54,1,0380-54,,,,,,
本郷,1,本郷,https://ja.wikipedia.org/wiki/本郷,Keyword,OK,,,
氷川大明神,1,氷川大明神,,,,,,
赤門,1,御守殿,https://ja.wikipedia.org/wiki/御守殿,Keyword,OK,,,
大宮の氷川神社行幸時のもの,1,大宮の氷川神社行幸時のもの,,,,,,
0380-55,1,0380-55,,,,,,
丸鉄板,1,丸鉄板,,,,,,
鳳輦江戸城に入るの図,1,鳳輦江戸城に入るの図,,,,,,
東京桜田門之図,1,東京桜田門之図,,,,,,
0380-56,1,0380-56,,,,,,
応需魁斎芳年画,1,応需魁斎芳年画,,,,,,
0380-57,1,0380-57,,,,,,
好ニ応じて広重,1,好ニ応じて広重,,,,,,
丸正,1,丸正,https://ja.wikipedia.org/wiki/丸正,Keyword,OK,,,
増上寺,1,増上寺,https://ja.wikipedia.org/wiki/増上寺,Place,OK,,,
0380-58,1,0380-58,,,,,,
応好一曜斎国輝画図,1,応好一曜斎国輝画図,,,,,,
0380-59,1,0380-59,,,,,,
図,1,図,https://ja.wikipedia.org/wiki/図,Keyword,OK,,,
伊勢兼梓,1,伊勢兼梓,,,,,,
0380-60,1,0380-60,,,,,,
0380-61,1,0380-61,,,,,,
英斎画,1,英斎画,,,,,,
木屋作太郎板,1,木屋作太郎板,,,,,,
0380-62,1,0380-62,,,,,,
応需芳年筆,1,応需芳年筆,,,,,,
景□門人年景画,1,景□門人年景画,,,,,,
近世人物誌第五江藤新平氏,1,近世人物誌第五江藤新平氏,,,,,,
0380-63-2-1-(1),1,0380-63-2-1-(1),,,,,,
明治２０年２月２０日(18870020200),1,明治２０年２月２０日(18870020200),,,,,,
江藤新平,1,江藤新平,https://ja.wikipedia.org/wiki/江藤新平,Person,OK,,,
佐賀の乱,1,佐賀の乱,https://ja.wikipedia.org/wiki/佐賀の乱,Event,OK,,,
やまと新聞１０９号附録,1,やまと新聞１０９号附録,,,,,,
近世人物誌第十三江川太郎左衛門,1,近世人物誌第十三江川太郎左衛門,,,,,,
0380-63-2-1-(2),1,0380-63-2-1-(2),,,,,,
明治２０年１０月１６日(18870100160),1,明治２０年１０月１６日(18870100160),,,,,,
江川太郎左衛門,1,江川太郎左衛門,https://ja.wikipedia.org/wiki/江川太郎左衛門,Keyword,OK,,,
やまと新聞３１１号附録,1,やまと新聞３１１号附録,,,,,,
近世人物誌第十五水戸翠香院殿,1,近世人物誌第十五水戸翠香院殿,,,,,,
0380-63-2-1-(3),1,0380-63-2-1-(3),,,,,,
明治２０年１２月１３日(18870120130),1,明治２０年１２月１３日(18870120130),,,,,,
水戸竹松,1,水戸竹松,,,,,,
やまと新聞３５７号附録,1,やまと新聞３５７号附録,,,,,,
近世人物誌第十錦織剛清,1,近世人物誌第十錦織剛清,,,,,,
0380-63-2-2-(1),1,0380-63-2-2-(1),,,,,,
明治２０年７月２０日(18870070200),1,明治２０年７月２０日(18870070200),,,,,,
錦織剛清,1,錦織剛清,https://ja.wikipedia.org/wiki/錦織剛清,Keyword,変更,,,Person
にしごりたけきよ,1,にしごりたけきよ,,,,,,
やまと新聞２３６号附録,1,やまと新聞２３６号附録,,,,,,
近世人物誌第十一花井お梅,1,近世人物誌第十一花井お梅,,,,,,
0380-63-2-2-(2),1,0380-63-2-2-(2),,,,,,
明治２０年８月２０日(18870080200),1,明治２０年８月２０日(18870080200),,,,,,
花井お梅,1,花井お梅,https://ja.wikipedia.org/wiki/花井お梅,Keyword,変更,,,Person
悪女,1,悪女,https://ja.wikipedia.org/wiki/悪女,Keyword,OK,,,
悪妻,1,悪妻,https://ja.wikipedia.org/wiki/悪妻,Keyword,OK,,,
美人画,1,美人画,https://ja.wikipedia.org/wiki/美人画,Keyword,OK,,,
やまと新聞２６３号附録,1,やまと新聞２６３号附録,,,,,,
近世人物誌第十二五代目阪東彦三郎,1,近世人物誌第十二五代目阪東彦三郎,,,,,,
0380-63-2-2-(3),1,0380-63-2-2-(3),,,,,,
明治２０年９月２５日(18870090250),1,明治２０年９月２５日(18870090250),,,,,,
阪東彦三郎,1,阪東彦三郎,,,,,,
５代目,1,５代目,,,,,,
演劇,1,演劇,https://ja.wikipedia.org/wiki/演劇,Keyword,OK,,,
歌舞伎,1,歌舞伎,https://ja.wikipedia.org/wiki/歌舞伎,Keyword,OK,,,
やまと新聞２９３号附録,1,やまと新聞２９３号附録,,,,,,
近世人物誌第十四近衛家の老女村岡,1,近世人物誌第十四近衛家の老女村岡,,,,,,
0380-63-2-2-(4),1,0380-63-2-2-(4),,,,,,
たいそ,1,たいそ,,,,,,
明治２０年１１月１３日(18870110130),1,明治２０年１１月１３日(18870110130),,,,,,
村岡,1,村岡,https://ja.wikipedia.org/wiki/村岡,Keyword,変更,津崎矩子,,
やまと新聞３３３号附録,1,やまと新聞３３３号附録,,,,,,
近世人物誌第十六武田耕雲斎別室時子,1,近世人物誌第十六武田耕雲斎別室時子,,,,,,
0380-63-2-2-(5),1,0380-63-2-2-(5),,,,,,
明治２１年１月２０日(18880010200),1,明治２１年１月２０日(18880010200),,,,,,
武田時子,1,武田時子,,,,,,
天狗党の乱,1,天狗党の乱,https://ja.wikipedia.org/wiki/天狗党の乱,Event,OK,,,
やまと新聞３８６号附録,1,やまと新聞３８６号附録,,,,,,
近世人物誌第十七西郷隆盛,1,近世人物誌第十七西郷隆盛,,,,,,
0380-63-2-2-(6),1,0380-63-2-2-(6),,,,,,
明治２１年２月２４日(18880020240),1,明治２１年２月２４日(18880020240),,,,,,
西郷隆盛,1,西郷隆盛,https://ja.wikipedia.org/wiki/西郷隆盛,Person,OK,,,
やまと新聞４１４号附録,1,やまと新聞４１４号附録,,,,,,
近世人物誌第十八河瀬某の妻,1,近世人物誌第十八河瀬某の妻,,,,,,
0380-63-2-2-(7),1,0380-63-2-2-(7),,,,,,
明治２１年３月２４日(18880030240),1,明治２１年３月２４日(18880030240),,,,,,
河瀬太宰妻,1,河瀬太宰妻,,,,,,
やまと新聞４２８号附録,1,やまと新聞４２８号附録,,,,,,
近世人物誌第十九伴林六郎光平,1,近世人物誌第十九伴林六郎光平,,,,,,
0380-63-2-2-(8),1,0380-63-2-2-(8),,,,,,
明治２１年４月２５日(18880040250),1,明治２１年４月２５日(18880040250),,,,,,
伴林光平,1,伴林光平,https://ja.wikipedia.org/wiki/伴林光平,Keyword,変更,,,Person
天誅組の乱,1,天誅組の変,https://ja.wikipedia.org/wiki/天誅組の変,Keyword,OK,,,
やまと新聞４６４号附録,1,やまと新聞４６４号附録,,,,,,
近世人物誌第二十徳川慶喜公御簾中,1,近世人物誌第二十徳川慶喜公御簾中,,,,,,
0380-63-2-2-(9),1,0380-63-2-2-(9),,,,,,
明治２１年５月２５日(18880050250),1,明治２１年５月２５日(18880050250),,,,,,
徳川延子,1,徳川延子,,,,,,
やまと新聞４９０号附録安政２年１２月結婚今出川三位中将娘,1,やまと新聞４９０号附録安政２年１２月結婚今出川三位中将娘,,,,,,
一条御養君,1,一条御養君,,,,,,
0380-64,1,0380-64,,,,,,
明治２２年１２月２３日(18890120230),1,明治２２年１２月２３日(18890120230),,,,,,
牧金之助,1,牧金之助,https://ja.wikipedia.org/wiki/牧金之助,Keyword,OK,,,
浅草区南元町１５,1,浅草区南元町１５,,,,,,
昔俤写東絵,1,昔俤写東絵,,,,,,
中古倭風俗日光御社参栗橋渡し船橋之図,1,中古倭風俗日光御社参栗橋渡し船橋之図,,,,,,
日光御社参栗橋渡し船橋之図,1,日光御社参栗橋渡し船橋之図,,,,,,
0380-65,1,0380-65,,,,,,
明治２２年８月出版(18890080550),1,明治２２年８月出版(18890080550),,,,,,
長谷川園吉,1,長谷川園吉,https://ja.wikipedia.org/wiki/長谷川園吉,Keyword,OK,,,
日本橋区小伝馬町３－１７,1,日本橋区小伝馬町３－１７,,,,,,
0380-66,1,0380-66,,,,,,
東洲勝月,1,東洲勝月,https://ja.wikipedia.org/wiki/東洲勝月,Keyword,OK,,,
明治２２年９月(18890090550),1,明治２２年９月(18890090550),,,,,,
安政五年三月三日水府ノ脱士等芝愛宕ノ山上ヘ集会ニ及ビ旧主ノ欝憤ヲ散ゼン為大老彦根侯ヲ撃殺,1,安政五年三月三日水府ノ脱士等芝愛宕ノ山上ヘ集会ニ及ビ旧主ノ欝憤ヲ散ゼン為大老彦根侯ヲ撃殺,,,,,,
ウタン,1,ウタン,,,,,,
ト雪中ニ密計ヲ評定シ余波,1,ト雪中ニ密計ヲ評定シ余波,,,,,,
ナゴリ,1,ナゴリ,,,,,,
ノ宴ヲ催ス図,1,ノ宴ヲ催ス図,,,,,,
水戸浪士愛宕山集合之図,1,水戸浪士愛宕山集合之図,,,,,,
0380-67,1,0380-67,,,,,,
月岡芳年,1,月岡芳年,https://ja.wikipedia.org/wiki/月岡芳年,Person,OK,,,
社中補筆年参,1,社中補筆年参,,,,,,
明治９年３月２２日(18760030220),1,明治９年３月２２日(18760030220),,,,,,
熊谷庄七板,1,熊谷庄七板,,,,,,
小舟町３丁目１１,1,小舟町３丁目１１,,,,,,
彫太田秀勝,1,彫太田秀勝,,,,,,
愛宕山,1,愛宕山,https://ja.wikipedia.org/wiki/愛宕山,Keyword,OK,,,
定価,1,定価,https://ja.wikipedia.org/wiki/定価,Keyword,OK,,,
３枚５銭５厘,1,３枚５銭５厘,,,,,,
0380-68,1,0380-68,,,,,,
東洲勝月印,1,東洲勝月印,,,,,,
明治２２年９月２７日(18890090270),1,明治２２年９月２７日(18890090270),,,,,,
二条城,1,二条城,https://ja.wikipedia.org/wiki/二条城,Keyword,OK,,,
0380-69,1,0380-69,,,,,,
楊洲周延印,1,楊洲周延印,,,,,,
明治２１年９月２４日(18880090240),1,明治２１年９月２４日(18880090240),,,,,,
綱島亀吉,1,綱島亀吉,https://ja.wikipedia.org/wiki/綱島亀吉,Keyword,OK,,,
日本橋区馬喰町２丁目１４,1,日本橋区馬喰町２丁目１４,,,,,,
0380-70,1,0380-70,,,,,,
応需進斎年参：古林栄成,1,応需進斎年参：古林栄成,,,,,,
明治１１年１１月８日届(18780110080),1,明治１１年１１月８日届(18780110080),,,,,,
井沢菊太郎,1,井沢菊太郎,,,,,,
愛宕町３－３,1,愛宕町３－３,,,,,,
佐久間象山,1,佐久間象山,https://ja.wikipedia.org/wiki/佐久間象山,Person,OK,,,
画巻国史函館五稜廓奮戦之図,1,画巻国史函館五稜廓奮戦之図,,,,,,
函館五稜廓奮戦之図,1,函館五稜廓奮戦之図,,,,,,
0380-71,1,0380-71,,,,,,
応需年英画印,1,応需年英画印,,,,,,
明治２４年１０月(18910100550),1,明治２４年１０月(18910100550),,,,,,
黒子兵蔵,1,黒子兵蔵,,,,,,
神田区田代町３,1,神田区田代町３,,,,,,
箱館戦争,1,箱館戦争,https://ja.wikipedia.org/wiki/箱館戦争,Event,OK,,,
0380-72,1,0380-72,,,,,,
大蘓芳年画：月岡米治郎,1,大蘓芳年画：月岡米治郎,,,,,,
林　吉蔵,1,林　吉蔵,,,,,,
南伝馬町１丁目２,1,南伝馬町１丁目２,,,,,,
0380-73,1,0380-73,,,,,,
0380-74,1,0380-74,,,,,,
大蘓芳年画印,1,大蘓芳年画印,,,,,,
明治初年(18680550550),1,明治初年(18680550550),,,,,,
万屋孫兵衛梓,1,万屋孫兵衛梓,,,,,,
万孫,1,万孫,,,,,,
日本ばし通り一丁目,1,日本ばし通り一丁目,,,,,,
彫工銀,1,彫工銀,,,,,,
開陽丸,1,開陽丸,https://ja.wikipedia.org/wiki/開陽丸,Keyword,OK,,,
